288.15,0.19845,5.4198,283.32,-5.3442,2.5608,15.057,-2.4656,2.5219,15.053,2.9575,23.658,-2.8855,0.30299,3.9869,0.041998,72.406,200.38,-3.8078,10.639,2.2505,4.5167,0.042642,123.42,799.72,-4.3575,0.047948,2.1947,9.9507,-2.1177,2.1984,9.9494,-2.1098,2.5305,13.735,-2.4548,843.38,71.792,9.06,-5.1659,0,107.84,6.3816,1.1106,60.064,25,30,-45,0.75798,0.9365,0,0.15806,0.13753,0.078329,0.062321,2.4328e+05,-2.2385,4.8684,1.2363,4149.5,0.12047,0.45567,11953,1.0758e+06,1.1955e+06,0.71429,0.28571,0.37049,0.16248,0.46594,0.0010893,0.18631,0.4778,0.33589,0.275,0.22083,0.50139,0.0027778,0.13352,0.091363,0.04843,0.00053662,0.23293,0.26283,3.37e-07,0.27976,0.13838,0.19495,0.0092128,0.18903,0.067671,40.629,38.075,40.938,1.2125,0.042813,0.78223,0.016339,0.0085102,0.067457,16.906,0.59763,5.9876,10.835,19,6.002,0.49225,6.3053,0.090732,0.032985,0.62667,0.27843,-1.8855,1.5099,-0.082785,8,-40.056,-60.517,-67.176,-71.543,-67.445,-83.215,-147.4,-142.48,-0.78629,-1.2278,-1.2165,-1.4028,-1.3856,-0.092727,0.6993,0.13545,-0.38759,-2.0656,2.0085,3.3577,2.565,-0.18942,-0.31115,-74.275,27.872,3.1284,2.9464,1.8085,3.3811,4.6359,3.8471,0.67224,0.63965,4.1322
174.76,0.41295,4.8428,162.4,-4.7569,2.3084,11.314,-2.2152,2.2847,11.312,2.5763,16.161,-2.4873,1.2481,3.3974,0.14063,41.76,281.53,-3.2444,8.5388,2.3585,3.8305,0.21817,63.84,1118.4,-3.6909,0.23357,2.0039,8.1837,-1.9284,2.0568,8.1949,-2.0076,2.2262,9.95,-2.1706,780.54,103.68,19.626,-10.744,0,117.41,7.6155,2.2252,35.205,58,71,-131,0.65754,0.94956,0,0.53704,0.50379,0.4841,0.33613,52263,-2.1448,12.276,6.3777,8644.3,0.27037,0.96083,1.6398e+05,5.959e+05,1.4515e+06,1,0,0.090817,0.57262,0.33103,0.0055314,0.013189,0.67815,0.30865,0.14691,0.20802,0.6358,0.0092593,0.11351,0.1761,0.083023,0.0026746,0.056229,0.11244,4.6915e-06,0.10174,0.16164,0.15233,0.019685,0.38709,0.094916,37.296,10.39,143.61,3.9193,0.023067,0.41787,0.03038,0.15444,0.043774,13.594,0.41607,5.0639,7.261,10,4.8193,0.88966,7.2443,0.16577,0.043577,0.77667,0.41085,-1.0776,1.9363,-0.12507,23,-17.532,0.011613,10.069,10.173,-12.558,-74.467,-128,-99.847,1.2018,1.2118,1.684,1.7423,1.1987,-1.6494,-4.2455,-3.6326,-4.1465,-1.2581,3.9425,3.077,2.8981,0.0029898,0.31738,-68.726,59.52,5.0044,3.239,3.4548,3.3296,4.2281,31.494,1.1884,1.0962,4.4551
194.29,0.17268,5.0603,191.43,-4.9666,2.3782,12.068,-2.2836,2.3752,12.069,2.6974,17.901,-2.5977,1.8136,3.6438,0.030314,49.067,69.606,-3.4949,8.9727,2.0749,4.1213,0.056296,78.225,275.97,-3.9751,0.063979,2.0897,8.648,-2.0254,2.1,8.6496,-2.0374,2.3122,10.893,-2.2397,644.07,99.785,20.282,-10.623,0,99.807,7.9359,2.6928,49.725,30,33,-61,0.75881,0.91681,0,0.28598,0.18431,0.14295,0.11563,54374,-2.279,8.2298,2.6887,4149.5,0.070382,0.44689,86164,4.8888e+05,7.8934e+05,0.85714,0.14286,0.34621,0.19345,0.45916,0.0011691,0.091825,0.72137,0.18681,0.036111,0.83472,0.125,0.0041667,0.0833,0.057751,0.030439,0.00048164,0.13971,0.17778,1.8164e-07,0.044008,0.05969,0.052042,0.014633,0.17176,0.041009,27.444,24.864,44.363,2.736,0.20309,0.24558,0.020935,0.048966,0.063744,21.811,0.64288,17.645,11.01,15.75,4.4062,1.1789,8.2185,0.19053,0.061468,0.43667,0.15231,-1.2768,1.0568,-0.046124,11,-2.8715,-23.348,-28.522,-33.749,-37.811,-47.522,-108.45,-100.15,0.037546,-0.33194,-1.5446,-1.7237,-0.638,-0.53386,-0.097208,0.3447,-0.17378,0.0093982,1.8651,2.6458,2.7461,-0.1432,0.15428,-34.334,51.804,5.5952,4.919,5.903,5.2191,7.0563,7.9415,1.2007,1.3051,5.3182
228.68,0.34555,5.1147,215.25,-4.9884,2.4058,12.855,-2.3001,2.4311,12.859,2.7688,19.494,-2.6662,17.032,3.7001,0.14538,55.577,366.51,-3.5405,9.4474,2.2994,4.1613,0.18367,88.937,1361.7,-4.0191,0.17888,2.0991,8.9108,-2.0265,2.1192,8.9139,-2.0517,2.3656,11.593,-2.2953,826.62,114.49,25.591,-13.545,0.052632,232.12,13.793,3.3707,238.76,20,22,-38,0.77383,0.57731,0,0.14008,0.11896,0.060323,0.025474,1.4321e+05,-2.3154,23.929,15.858,2703.6,0.25422,0.28883,2.8735e+06,2.061e+06,2.1978e+06,0.4,0.6,0.24363,0.15317,0.31609,0.2871,0.12529,0.16327,0.44471,0.29111,0.097778,0.48222,0.12889,0.1864,0.15933,0.1847,0.40851,0.18796,0.24092,0.44218,0.13849,0.11186,0.20936,0.1074,0.24295,0.14068,158.17,104.83,44.813,-0.10777,0.20361,0.32152,0.31638,0.027804,0.069808,49.442,1.0021,60.272,12.618,25,2.3782,2.4362,26.238,0.36011,0.11872,1.1467,0.20567,-1.4442,2.7858,-0.31272,7,65.692,-4.8188,-4.1721,-7.9999,-30.312,-96.652,-96.896,-62.366,-3.0686,-3.6876,-3.1603,-1.0461,1.6764,-0.58729,-1.3175,-1.477,-0.80168,0.9616,4.6163,3.72,4.5801,0.66386,1.0922,-31.161,277,40.982,72.539,30.688,27.367,14.307,6.6852,8.4535,6.723,33.415
200.6,0.20087,4.9606,197.7,-4.8051,2.4237,12.464,-2.3403,2.4101,12.462,2.7277,18.292,-2.6203,0.019472,3.6659,0.043274,50.508,99.668,-3.5683,9.0923,1.8192,4.1282,0.040404,81.615,387.52,-3.9643,0.042383,2.075,8.7664,-1.9969,2.1208,8.7751,-2.0645,2.3035,11.037,-2.2211,1022.5,130,17.953,-9.0864,0.57143,121.52,8.3983,2.1323,32.332,12,8,-44,0.93775,0.9464,0,0.076045,0.050849,0.03583,0.027493,1.0582e+05,-2.4447,7.2394,4.1935,4149.5,0.1037,0.45911,31479,4.809e+05,3.6164e+05,0.92857,0.071429,0.22886,0.14384,0.60953,0.017768,0.016943,0.38515,0.59789,0.18333,0.50694,0.26389,0.045833,0.05809,0.040792,0.020549,0.0050913,0.021574,0.10381,6.6419e-06,0.087135,0.14561,0.13908,0.039455,0.20052,0.037678,24.484,18.961,43.755,2.1296,-0.30152,0.22735,0.030657,0.024159,0.053956,8.3993,27.81,63.131,1.0932,0,-3.1587,0.52179,5.6125,0.095856,0.046697,0.40333,0.22708,-1.3117,0.98288,-0.038449,14,-17.347,-41.05,-43.465,-42.167,-30.462,-28.154,0.94754,15.598,-2.4409,-1.53,-1.0419,-0.38601,-0.19596,0.97329,2.2634,8.4038,43.539,-28.5,2.0866,3.2403,4.4665,5.7131,-3.3192,10.26,53.948,5.3207,3.5336,4.7143,2.694,2.3668,1.6475,4.6141,3.4411,4.5377
253.55,0.23647,5.3349,248.09,-5.2494,2.4701,13.967,-2.352,2.4615,13.966,2.8683,21.53,-2.77,4.9715,3.88,0.074512,63.069,219.56,-3.7275,9.822,2.0643,4.4109,0.093059,106.89,866.99,-4.2626,0.11007,2.1626,9.5006,-2.0894,2.1711,9.5018,-2.0984,2.4125,12.619,-2.3194,857.21,108.17,21.772,-11.286,0,119.98,8.3119,2.4944,270.17,29,40,-47,0.75641,0.89446,1,0.0084015,0.0073209,0.0046982,0.0038582,1.0856e+05,-2.25,30.444,18.478,4149.5,0.17933,0.45272,2.4146e+06,8.4543e+05,7.2198e+06,0.85714,0.14286,0.34124,0.22911,0.39164,0.038002,0.11423,0.69131,0.15279,0.19306,0.37917,0.3875,0.040278,0.16116,0.15396,0.080556,0.16248,0.16534,0.22467,0.19983,0.12434,0.19856,0.23468,0.1475,0.2018,0.089869,145.67,32.68,40.128,2.0584,0.37131,0.59853,0.021117,0.023441,0.10176,22.676,0.41472,12.758,9.6753,17,5.2027,0.96286,8.5626,0.20155,0.081093,1.03,0.30136,-1.6463,2.528,-0.23904,10,-30.957,-18.443,-16.661,-15.433,-25.421,-21.853,-124.61,-129.38,0.88405,2.1626,-0.327,0.3751,1.4284,0.093022,-1.8447,0.93813,0.71736,0.84206,0.21335,-0.14731,1.6755,-0.28453,-0.21888,-55.024,99.299,10.828,28.866,38.857,20.373,7.1464,9.0373,2.9643,2.4024,13.089
219.41,0.12374,5.107,218.75,-4.9765,2.4594,13.041,-2.3707,2.4471,13.039,2.7927,19.689,-2.6911,0.52418,3.7633,0.025042,55.702,46.309,-3.6124,9.4186,2.1371,4.2675,0.03029,92.2,175.3,-4.1207,0.04101,2.113,9.031,-2.034,2.1062,9.0297,-2.0245,2.3589,11.788,-2.2679,714.69,86.459,16.113,-8.4499,0.035714,93.88,6.5342,1.885,36.296,25,33,-44,0.67382,0.85594,0,0.12616,0.055751,0.037581,0.036796,40116,-2.2012,2.0314,1.7352,4149.5,0.042968,0.45978,64735,2.1637e+05,2.8478e+05,0.85714,0.14286,0.70053,0.055269,0.24218,0.0020285,0.54249,0.30403,0.15348,0.13889,0.83194,0.025,0.0041667,0.078356,0.030528,0.048763,0.0015892,0.25372,0.23534,7.6567e-07,0.091118,0.096934,0.03879,0.011024,0.11342,0.041705,37.769,26.1,41.498,1.4184,-0.025789,0.55594,0.020086,0.048821,0.11316,27.135,0.61901,8.3207,10.629,20.75,4.2414,0.44011,10.698,0.23063,0.07389,0.41,0.10911,-1.4519,0.99127,-0.041396,12,-47.742,-43.691,-45.387,-46.03,-43.239,-44.045,-43.126,-50.695,0.52095,0.52708,0.43791,-0.043821,-0.64086,0.044193,-0.10711,-1.0094,-0.45991,0.66311,-0.88502,1.5282,2.841,0.1878,0.19098,-34.661,32.357,4.0261,3.2474,3.5004,4.4997,4.9696,3.486,0.79851,0.73311,2.6229
191.02,0.11488,5.0507,190.09,-4.9659,2.3725,12.269,-2.2766,2.3357,12.266,2.6822,17.879,-2.6035,0.42488,3.5638,0.027396,48.78,31.149,-3.3918,9.0863,1.7682,4.0857,0.025696,77.259,113.93,-3.9366,0.032875,2.0909,8.682,-2.0279,2.1033,8.6832,-2.0389,2.3056,10.915,-2.2308,1149.8,79.041,11.835,-7.1101,0.21429,111.46,4.9935,1.2875,56.252,24,39,-37,0.7309,0.96286,0,0.088971,0.045902,0.037698,0.025811,2.0036e+05,-2.2322,4.3075,1.01,4149.5,0.040041,0.46394,3004.6,9.4288e+05,1.3845e+06,0.92857,0.071429,0.41809,0.11198,0.4689,0.0010268,0.19427,0.63451,0.17122,0.30417,0.34861,0.34722,0,0.053582,0.03272,0.0239,0.00023636,0.10768,0.11643,7.9358e-08,0.15405,0.12508,0.13775,0,0.11604,0.028144,9.6655,30.225,45.463,3.5726,0.15245,0.36628,0.0084114,0.020514,0.034011,21.606,0.41855,3.3067,9.981,19.75,5.1587,0.15548,6.2339,0.11737,0.029602,0.28667,0.21406,-1.2653,0.69761,-0.019526,13,1.5692,-19.74,-27.174,-35.684,-43.057,-33.706,-164.75,-162.86,-0.82236,-0.99808,-1.4661,-1.235,-1.2249,-1.4372,-0.98106,-0.54521,-0.17376,0.26838,1.0765,2.3945,2.0575,0.035926,0.028961,-62.833,14.918,2.1716,1.7108,1.4451,1.1542,2.9101,1.4944,0.5871,0.58446,2.5542
174.41,0.092312,4.9872,174.1,-4.9131,2.3719,11.898,-2.2858,2.3239,11.891,2.6297,16.92,-2.5291,1.8508,3.5827,0.018186,44.712,15.87,-3.4423,8.8733,2.5301,4.0207,0.02095,69.703,63.94,-3.8874,0.032883,2.0484,8.3708,-1.9709,2.0932,8.3811,-2.0482,2.285,10.402,-2.2213,810.91,112.84,20.777,-10.446,1.3571,75.379,7.4116,2.5585,36.654,8,16,-8,0.72456,0.94836,0,0.072985,0.042011,0.034574,0.028725,69463,-2.2009,5.5654,2.1198,4149.5,0.038189,0.46317,14361,5.3062e+05,7.9006e+05,1,0,0.57126,0.10031,0.32774,0.00069875,0.23779,0.6352,0.12702,0.15417,0.59583,0.25,0,0.053888,0.030702,0.024785,0.00026588,0.079764,0.07971,1.8237e-08,0.077467,0.12447,0.13159,0,0.10718,0.024828,5.7397,17.01,51.01,2.5082,-0.038339,0.33927,0.012231,0.011202,0.72274,5.0034,3.0758,8.985,9.6211,19,-4.9374,0.17187,0.14586,0.24776,0.036069,0.12667,0.016447,-1.1579,0.27653,-0.0023604,23,4.5254,30.593,22.823,18.258,20.674,37.952,109.37,110.67,2.1724,2.2497,1.1162,-0.62198,-1.3451,0.27741,-0.13283,-2.4052,0.29353,2.9687,-0.23014,-0.38284,-3.8564,0.57409,0.65561,45.887,20.948,2.955,5.8088,4.7612,2.0556,2.4985,4.0889,1.1269,0.91828,4.0936
236.75,0.19319,5.2335,234.17,-5.1497,2.4983,13.528,-2.415,2.4801,13.525,2.8316,20.7,-2.7386,1.9124,3.8351,0.063076,59.503,129.25,-3.6914,9.6178,2.2509,4.3301,0.059357,100.13,476.54,-4.1788,0.067843,2.1505,9.2569,-2.0815,2.1481,9.2562,-2.074,2.3964,12.194,-2.3117,828.13,114.52,23.671,-12.054,0,116.79,9.4605,2.8031,55.617,32,39,-55,0.66802,0.91796,0,0.40545,0.25363,0.21195,0.17236,97171,-2.2309,8.596,2.5335,4149.5,0.10677,0.45222,1.6752e+05,8.3913e+05,7.6468e+05,0.92857,0.071429,0.39532,0.18445,0.41924,0.0009828,0.11352,0.61671,0.26977,0.2125,0.2375,0.54028,0.0097222,0.1124,0.087878,0.029623,0.00056227,0.13823,0.23862,4.3619e-07,0.18679,0.10511,0.20161,0.015151,0.2037,0.04962,49.313,22.094,40.259,2.1971,0.13136,0.66828,0.020276,0.04532,0.057128,13.829,0.69923,12.966,9.848,17,4.7586,0.58433,0.61255,0.107,0.04777,0.52,-0.10989,-1.5505,1.2565,-0.066371,11,-20.356,-50.001,-54.055,-52.854,-55.761,-81.982,-84.368,-63.557,-2.4417,-1.768,-1.0534,-0.44166,-0.58243,-0.11067,-0.43366,0.81101,0.081032,-2.2253,2.5105,-0.31302,0.90262,-0.22393,-0.52604,-48.571,48.987,7.4292,4.7143,4.6623,4.7272,5.6271,8.2026,1.0281,1.3338,3.9825
